                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.59433,                0.99375,                 1.0876,                0.91374,                0.80945,                0.91449,                0.73421,                0.70608,                0.99639,                 1.2051,              0.0006238,              0.0006238,              0.0006238
                     22,                0.57406,                 0.9252,                  1.064,                0.82938,                0.73171,                0.86665,                0.69664,                0.68016,                 1.0466,                 1.1499,               0.000604,               0.000604,               0.000604
                     23,                0.57034,                0.92835,                 1.0491,                0.84573,                0.79254,                0.88228,                0.72142,                0.69857,                  1.064,                  1.213,              0.0005842,              0.0005842,              0.0005842
                     24,                0.58195,                0.90509,                 1.0475,                0.90711,                0.76871,                 0.9061,                0.73375,                0.72176,                0.97023,                 1.2087,              0.0005644,              0.0005644,              0.0005644
                     25,                0.55088,                0.84002,                 1.0466,                0.85579,                 0.7952,                0.90986,                0.76473,                 0.6598,                0.95334,                   1.16,              0.0005446,              0.0005446,              0.0005446
                     26,                0.55393,                0.83892,                 1.0534,                0.85165,                0.86409,                0.90727,                0.75384,                0.69297,                0.93317,                  1.173,              0.0005248,              0.0005248,              0.0005248
                     27,                0.57466,                0.89224,                 1.0553,                0.82824,                0.76224,                0.88375,                0.71943,                0.68745,                  1.042,                 1.1735,               0.000505,               0.000505,               0.000505
                     28,                0.54737,                0.84788,                 1.0404,                0.74745,                0.79112,                0.85018,                0.69345,                0.71671,                 1.0797,                 1.2227,              0.0004852,              0.0004852,              0.0004852
                     29,                0.52457,                0.79919,                 1.0347,                0.89692,                0.84891,                0.92145,                0.74821,                 0.6728,                0.91921,                 1.1627,              0.0004654,              0.0004654,              0.0004654
                     30,                0.54793,                 0.7997,                 1.0435,                0.87759,                0.80331,                0.92312,                0.75537,                0.67377,                0.87438,                 1.1728,              0.0004456,              0.0004456,              0.0004456
                     31,                0.54832,                0.80238,                 1.0422,                0.92737,                0.81346,                0.93633,                0.76807,                0.66568,                0.87554,                 1.1219,              0.0004258,              0.0004258,              0.0004258
                     32,                0.50363,                  0.752,                 1.0207,                 0.9487,                0.83054,                0.92579,                0.78251,                0.61933,                 0.8562,                 1.1108,               0.000406,               0.000406,               0.000406
                     33,                0.53507,                0.74949,                 1.0342,                0.87145,                 0.8458,                0.94273,                0.78314,                0.66872,                0.76611,                 1.1755,              0.0003862,              0.0003862,              0.0003862
                     34,                0.51291,                0.72121,                 1.0203,                0.93402,                0.83856,                0.96299,                0.82121,                0.63374,                0.71331,                 1.1305,              0.0003664,              0.0003664,              0.0003664
                     35,                0.49875,                0.68934,                 1.0234,                0.94086,                0.85574,                0.92753,                0.78152,                0.62081,                0.76095,                  1.115,              0.0003466,              0.0003466,              0.0003466
                     36,                0.48814,                0.72606,                   1.01,                 0.8956,                0.89758,                0.94279,                0.79487,                0.65154,                 0.6815,                 1.1167,              0.0003268,              0.0003268,              0.0003268
                     37,                0.48744,                0.67962,                 1.0041,                0.88335,                0.85684,                0.91856,                 0.7744,                0.62919,                0.81804,                 1.1032,               0.000307,               0.000307,               0.000307
                     38,                0.48328,                0.66049,                 1.0109,                 0.8984,                0.92142,                0.94196,                0.80504,                0.64388,                0.68046,                 1.1303,              0.0002872,              0.0002872,              0.0002872
                     39,                0.48784,                0.69703,                 1.0102,                0.87467,                0.90728,                 0.9439,                0.80567,                  0.626,                0.67954,                 1.1143,              0.0002674,              0.0002674,              0.0002674
                     40,                0.47791,                0.64448,                 0.9922,                0.84198,                0.92129,                0.95136,                0.81866,                0.61009,                0.68635,                 1.1075,              0.0002476,              0.0002476,              0.0002476
                     41,                0.40427,                0.50155,                0.98111,                0.86345,                0.83148,                0.92142,                0.77427,                 0.6444,                0.73975,                 1.1378,              0.0002278,              0.0002278,              0.0002278
                     42,                0.39031,                0.45729,                0.98028,                0.88776,                0.86197,                0.94644,                0.81135,                0.60362,                0.73322,                 1.0832,               0.000208,               0.000208,               0.000208
                     43,                0.39422,                0.43368,                0.97872,                0.89548,                0.84519,                0.92285,                0.78615,                 0.6412,                0.78212,                  1.104,              0.0001882,              0.0001882,              0.0001882
                     44,                0.38353,                0.39446,                0.95705,                0.86045,                0.86243,                0.92364,                0.77556,                0.64702,                0.79702,                 1.1217,              0.0001684,              0.0001684,              0.0001684
                     45,                0.37698,                0.40201,                0.97058,                0.88887,                0.86283,                0.93753,                 0.7917,                0.65271,                0.72188,                 1.1517,              0.0001486,              0.0001486,              0.0001486
                     46,                0.36962,                0.40045,                0.95275,                0.92349,                0.84791,                0.94784,                0.80557,                0.62418,                0.68966,                  1.103,              0.0001288,              0.0001288,              0.0001288
                     47,                0.35408,                0.39081,                0.93966,                0.93792,                0.83649,                0.94306,                0.79233,                0.63642,                0.67348,                 1.1107,               0.000109,               0.000109,               0.000109
                     48,                0.34614,                0.36788,                0.95061,                0.92935,                0.84915,                0.94064,                0.79811,                0.63417,                0.68939,                 1.1128,               8.92e-05,               8.92e-05,               8.92e-05
                     49,                0.34038,                0.35529,                0.93284,                0.92901,                 0.8734,                0.94032,                0.79415,                0.64031,                 0.6759,                 1.1255,               6.94e-05,               6.94e-05,               6.94e-05
                     50,                0.33551,                0.36712,                0.93337,                0.93179,                0.88489,                0.94695,                0.79611,                0.63629,                0.65743,                 1.1158,               4.96e-05,               4.96e-05,               4.96e-05
