                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.64104,                 1.3726,                 1.1908,                0.80673,                0.62837,                0.71119,                0.56108,                0.87335,                 2.1417,                 1.4695,             0.00051963,             0.00051963,             0.00051963
                     41,                0.52356,                 1.0183,                 1.0267,                0.74323,                0.61775,                0.71562,                0.55517,                0.90747,                 2.1258,                 1.5006,             0.00051138,             0.00051138,             0.00051138
                     42,                0.53566,                 1.0872,                 1.0137,                0.58511,                0.68818,                0.68249,                0.51725,                0.94095,                  2.137,                 1.5108,             0.00050313,             0.00050313,             0.00050313
                     43,                0.59317,                 1.3776,                 1.1255,                0.62465,                0.59467,                0.65474,                0.49364,                0.92959,                 2.2513,                 1.4629,             0.00049489,             0.00049489,             0.00049489
                     44,                0.49454,                0.96037,                 1.0185,                 0.6793,                0.66338,                0.68682,                0.53672,                0.88788,                 2.0955,                 1.4673,             0.00048664,             0.00048664,             0.00048664
                     45,                0.52297,                 1.2841,                 1.1047,                0.66205,                0.66064,                0.65325,                0.52128,                0.87979,                 2.2599,                 1.4496,             0.00047839,             0.00047839,             0.00047839
                     46,                0.66452,                 1.2238,                 1.2523,                0.73306,                0.49136,                0.62759,                 0.4947,                0.88593,                 2.4489,                 1.4154,             0.00047015,             0.00047015,             0.00047015
                     47,                0.49744,                 1.1288,                 1.0164,                0.73023,                0.51594,                0.65985,                0.50057,                0.87575,                 2.2374,                 1.4095,              0.0004619,              0.0004619,              0.0004619
                     48,                0.58153,                 1.3264,                 1.0833,                0.74242,                0.51835,                0.68957,                0.53878,                0.86428,                 2.0299,                 1.4714,             0.00045365,             0.00045365,             0.00045365
                     49,                0.50978,                 1.0522,                 1.0632,                0.76732,                0.54468,                0.69246,                0.55845,                 0.9276,                 1.9431,                 1.5629,             0.00044541,             0.00044541,             0.00044541
                     50,                0.52649,                 0.9595,                 1.0267,                0.77528,                 0.5783,                0.70558,                0.55068,                 0.9635,                 2.1042,                 1.6061,             0.00043716,             0.00043716,             0.00043716
                     51,                0.52741,                 1.3012,                 1.0452,                0.78856,                0.52178,                0.65329,                0.50836,                 1.0065,                 2.2707,                 1.6621,             0.00042891,             0.00042891,             0.00042891
                     52,                0.52713,                0.92948,                 1.0587,                0.71613,                0.53429,                0.63548,                0.47755,                0.99428,                 2.3841,                 1.6277,             0.00042066,             0.00042066,             0.00042066
                     53,                0.50853,                0.89526,                  1.038,                0.73939,                0.50126,                0.64047,                0.50617,                 0.9093,                  2.345,                 1.5393,             0.00041242,             0.00041242,             0.00041242
                     54,                0.49391,                0.96183,                 1.0349,                0.79808,                0.54337,                0.65813,                 0.5218,                0.92166,                 2.1822,                 1.5956,             0.00040417,             0.00040417,             0.00040417
                     55,                0.49101,                0.92125,                 1.0318,                0.69542,                0.66429,                0.68764,                0.54235,                0.93405,                 2.0379,                 1.6382,             0.00039592,             0.00039592,             0.00039592
                     56,                 0.5102,                 1.0663,                 1.0641,                0.77536,                 0.6239,                0.74675,                0.60891,                0.90642,                 1.8212,                 1.5454,             0.00038768,             0.00038768,             0.00038768
                     57,                0.49909,                0.97863,                 1.0248,                 0.6646,                0.71555,                0.75841,                0.60554,                0.87816,                 1.7457,                 1.4998,             0.00037943,             0.00037943,             0.00037943
                     58,                0.49863,                0.91017,                 1.0439,                0.65592,                0.73865,                0.74707,                0.56971,                0.85271,                  1.931,                 1.4648,             0.00037118,             0.00037118,             0.00037118
                     59,                0.51091,                 1.0562,                  1.065,                0.64887,                0.74175,                0.72471,                0.57204,                0.84207,                 2.0632,                 1.4592,             0.00036294,             0.00036294,             0.00036294
                     60,                0.50805,                 0.9613,                 1.0434,                0.74746,                0.62336,                0.70721,                0.57341,                0.93496,                  1.959,                 1.5415,             0.00035469,             0.00035469,             0.00035469
                     61,                0.43596,                0.99608,                 1.0257,                0.77269,                0.65082,                 0.7253,                0.57678,                 0.9067,                 1.9175,                 1.5237,             0.00034644,             0.00034644,             0.00034644
                     62,                 0.5009,                0.77922,                 1.0343,                0.71493,                0.68097,                0.72957,                0.58009,                0.92205,                 1.8816,                 1.5062,              0.0003382,              0.0003382,              0.0003382
                     63,                0.43021,                0.88411,                0.98435,                  0.837,                 0.5744,                 0.7449,                0.59311,                0.94107,                 1.7171,                 1.5102,             0.00032995,             0.00032995,             0.00032995
                     64,                0.46348,                 0.9711,                 1.0274,                0.72083,                0.65095,                0.73961,                 0.6023,                 1.0033,                 1.7452,                 1.5607,              0.0003217,              0.0003217,              0.0003217
                     65,                0.45117,                0.85859,                0.99518,                0.68488,                0.67599,                   0.72,                 0.5844,                0.97756,                 1.7444,                 1.5257,             0.00031346,             0.00031346,             0.00031346
                     66,                0.44226,                 1.0107,                 1.0011,                0.80233,                0.65382,                0.78137,                0.62729,                0.87071,                 1.7342,                 1.4152,             0.00030521,             0.00030521,             0.00030521
                     67,                0.40339,                  1.064,                0.99723,                0.79927,                0.64503,                 0.7987,                0.63342,                 0.8686,                 1.6497,                 1.3977,             0.00029696,             0.00029696,             0.00029696
                     68,                0.49231,                0.88714,                 1.0099,                0.70401,                 0.7632,                0.79572,                0.64584,                0.90543,                 1.5175,                 1.4796,             0.00028872,             0.00028872,             0.00028872
                     69,                0.51381,                  0.845,                 1.0283,                0.64957,                0.77342,                0.78792,                 0.6473,                0.85508,                 1.5711,                  1.447,             0.00028047,             0.00028047,             0.00028047
                     70,                0.46403,                0.90615,                  1.016,                0.65101,                0.73317,                0.78733,                0.62657,                0.88623,                 1.7297,                 1.4804,             0.00027222,             0.00027222,             0.00027222
                     71,                0.47737,                0.82836,                  1.008,                0.64323,                0.72881,                0.73252,                0.58065,                0.87762,                 1.8848,                 1.4877,             0.00026398,             0.00026398,             0.00026398
                     72,                0.40828,                 2.1071,                0.91592,                0.72664,                0.70081,                0.72817,                0.56903,                0.87113,                 1.9651,                 1.5047,             0.00025573,             0.00025573,             0.00025573
                     73,                0.43989,                0.75626,                0.98229,                0.75668,                0.68025,                0.73582,                0.56976,                0.86881,                 1.9973,                 1.5115,             0.00024748,             0.00024748,             0.00024748
                     74,                0.51167,                0.94226,                 1.0009,                0.79846,                 0.6672,                0.73729,                0.57192,                0.90103,                 1.8852,                 1.5326,             0.00023924,             0.00023924,             0.00023924
                     75,                0.43048,                0.80082,                 0.9885,                0.72483,                0.70278,                 0.7298,                0.56871,                0.89233,                 1.7637,                  1.503,             0.00023099,             0.00023099,             0.00023099
                     76,                0.44686,                0.78409,                0.99115,                0.76452,                0.64526,                 0.7455,                 0.5888,                0.86359,                 1.7021,                 1.4748,             0.00022274,             0.00022274,             0.00022274
                     77,                 0.3932,                0.82605,                 0.9842,                0.77696,                0.64405,                0.74425,                0.60483,                0.85788,                 1.7046,                 1.4647,              0.0002145,              0.0002145,              0.0002145
                     78,                0.47514,                0.76397,                 1.0274,                0.81715,                  0.621,                0.75041,                0.59516,                0.85794,                 1.6876,                 1.4658,             0.00020625,             0.00020625,             0.00020625
                     79,                0.49744,                0.89765,                 1.0428,                0.67471,                0.72049,                0.75375,                0.59246,                0.84678,                 1.6693,                 1.4802,               0.000198,               0.000198,               0.000198
                     80,                0.60781,                0.98552,                 1.3251,                0.75801,                0.70776,                0.77201,                0.61468,                0.86016,                 1.7188,                 1.4944,             0.00018976,             0.00018976,             0.00018976
                     81,                0.39972,                0.87444,                0.96256,                0.78551,                0.65549,                0.75656,                0.60784,                0.87573,                 1.7838,                 1.4971,             0.00018151,             0.00018151,             0.00018151
                     82,                 0.4322,                0.94285,                 1.0183,                0.84356,                0.58909,                0.76496,                0.60494,                0.92249,                 1.7761,                 1.5747,             0.00017326,             0.00017326,             0.00017326
                     83,                 0.3984,                0.72505,                0.96684,                0.78975,                0.63461,                0.77154,                0.61029,                0.90708,                 1.7104,                  1.549,             0.00016502,             0.00016502,             0.00016502
                     84,                0.38468,                0.68051,                0.96171,                0.76952,                0.66314,                 0.7777,                0.62215,                0.88952,                 1.6743,                 1.5154,             0.00015677,             0.00015677,             0.00015677
                     85,                0.42189,                0.69747,                0.97334,                0.75899,                0.68289,                0.76541,                0.61663,                0.84464,                 1.6517,                 1.4775,             0.00014852,             0.00014852,             0.00014852
                     86,                0.40471,                0.77687,                0.98833,                0.74362,                0.69499,                0.77185,                0.63186,                 0.8331,                 1.6058,                 1.4612,             0.00014028,             0.00014028,             0.00014028
                     87,                0.45054,                0.84572,                 1.0005,                 0.7453,                 0.7002,                0.78167,                0.63829,                 0.8189,                 1.6259,                  1.426,             0.00013203,             0.00013203,             0.00013203
                     88,                0.38882,                0.68564,                0.96876,                0.82275,                0.61406,                0.76903,                0.63347,                 0.8301,                 1.6612,                 1.4379,             0.00012378,             0.00012378,             0.00012378
                     89,                0.40084,                0.96687,                0.98016,                0.80715,                0.61625,                0.76875,                0.64118,                0.82129,                 1.6805,                 1.4411,             0.00011554,             0.00011554,             0.00011554
                     90,                0.38063,                0.73306,                0.95332,                0.74214,                0.66187,                 0.7703,                0.64726,                0.81702,                 1.6855,                 1.4461,             0.00010729,             0.00010729,             0.00010729
                     91,                0.73925,                 1.1724,                 1.4444,                0.77904,                0.67014,                0.77679,                0.63432,                0.87547,                 1.7215,                 1.5077,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     92,                0.35601,                0.97937,                 0.9474,                0.83686,                0.67045,                0.78301,                0.62355,                0.91596,                   1.83,                 1.5454,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     93,                 0.3733,                0.88212,                0.95817,                0.85658,                 0.6627,                0.78916,                 0.6204,                0.92508,                 1.8463,                 1.5522,              8.255e-05,              8.255e-05,              8.255e-05
                     94,                0.33319,                0.94362,                 0.9534,                0.84305,                0.66557,                0.82278,                0.64381,                0.92314,                 1.7808,                 1.5578,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     95,                0.31044,                0.73239,                0.95017,                0.81506,                0.69276,                 0.8177,                0.64211,                0.88225,                 1.7391,                 1.4934,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     96,                 0.3109,                0.66496,                0.94202,                0.79576,                0.71926,                0.81311,                0.64847,                0.86602,                 1.6311,                 1.4759,              5.781e-05,              5.781e-05,              5.781e-05
                     97,                0.35557,                0.92269,                0.96035,                0.77738,                0.75496,                0.82199,                0.65975,                 0.8585,                 1.5775,                 1.4723,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     98,                0.32692,                0.67917,                0.96664,                0.76007,                0.77157,                 0.8207,                0.66928,                 0.8659,                 1.5833,                 1.4913,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     99,                0.30126,                0.70425,                0.94776,                 0.7433,                0.76413,                0.80433,                0.65661,                0.85873,                 1.6029,                 1.4781,              3.307e-05,              3.307e-05,              3.307e-05
                    100,                0.30869,                 0.8385,                0.90534,                0.70526,                 0.7618,                0.80313,                0.65206,                 0.8351,                 1.6466,                 1.4493,             2.4823e-05,             2.4823e-05,             2.4823e-05
