                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.78656,                 2.4537,                 1.3025,                0.20795,                0.35951,                0.32595,                0.21018,                 1.0721,                 3.4482,                 1.7118,             0.00068456,             0.00068456,             0.00068456
                     12,                0.78376,                 2.2955,                 1.2403,                0.53428,                0.31156,                 0.2822,                 0.1657,                 1.2434,                 3.9773,                 1.9571,             0.00066807,             0.00066807,             0.00066807
                     13,                0.70007,                 2.1647,                 1.1645,                0.27791,                0.51223,                0.30146,                0.22897,                0.88094,                 3.2964,                 1.4513,             0.00065157,             0.00065157,             0.00065157
                     14,                0.68886,                 2.1788,                 1.1833,                0.20074,                0.44358,                0.35062,                0.26499,                0.92769,                 3.3293,                 1.5486,             0.00063508,             0.00063508,             0.00063508
                     15,                0.72429,                 2.1806,                 1.1982,                0.49691,                0.36623,                0.37213,                0.26948,                0.99098,                 3.0726,                 1.6194,             0.00061859,             0.00061859,             0.00061859
                     16,                0.74456,                 2.2704,                 1.2404,                0.50038,                0.46046,                0.41437,                0.31332,                0.91063,                  3.423,                 1.5414,             0.00060209,             0.00060209,             0.00060209
                     17,                0.66175,                 2.1213,                 1.1604,                0.20099,                 0.5552,                0.36923,                0.25305,                0.90703,                  3.577,                 1.5695,              0.0005856,              0.0005856,              0.0005856
                     18,                0.65127,                 1.9917,                 1.1678,                0.31114,                 0.4452,                0.40425,                0.32605,                0.86647,                 2.7737,                 1.4805,             0.00056911,             0.00056911,             0.00056911
                     19,                0.63685,                 1.9091,                 1.1177,                0.28809,                0.46295,                0.44363,                0.33412,                0.85106,                 2.8323,                 1.4484,             0.00055261,             0.00055261,             0.00055261
                     20,                0.66602,                 2.0091,                 1.1794,                0.42306,                0.46225,                0.46658,                0.34688,                0.90463,                 2.8074,                 1.4896,             0.00053612,             0.00053612,             0.00053612
                     21,                0.65592,                 1.7626,                 1.1524,                0.61348,                0.42824,                0.47773,                0.32567,                 0.8975,                 2.7816,                  1.469,             0.00051963,             0.00051963,             0.00051963
                     22,                0.66089,                  1.735,                 1.1419,                0.50291,                0.50795,                0.46523,                0.32974,                0.97113,                 2.8913,                 1.5302,             0.00050313,             0.00050313,             0.00050313
                     23,                0.67181,                  1.672,                 1.1599,                0.37564,                0.58091,                0.48102,                0.34529,                0.93892,                 2.6891,                 1.4811,             0.00048664,             0.00048664,             0.00048664
                     24,                0.63718,                 1.6302,                 1.1078,                0.58114,                0.43224,                0.51078,                0.36611,                 0.8954,                 2.6402,                 1.4254,             0.00047015,             0.00047015,             0.00047015
                     25,                0.66056,                 1.7203,                 1.1243,                0.41343,                0.63951,                0.54527,                0.39173,                0.84762,                 2.5672,                 1.3866,             0.00045365,             0.00045365,             0.00045365
                     26,                0.69242,                 1.7235,                 1.1623,                0.48134,                0.66555,                0.55376,                0.43342,                0.84682,                 2.5565,                 1.3888,             0.00043716,             0.00043716,             0.00043716
                     27,                 0.7648,                 1.7031,                 1.3511,                0.68617,                0.44629,                 0.5552,                0.44383,                0.86991,                 2.5046,                  1.361,             0.00042066,             0.00042066,             0.00042066
                     28,                0.62211,                 1.5177,                 1.0724,                0.53849,                0.50643,                0.56541,                0.44144,                0.83775,                 2.4363,                 1.3478,             0.00040417,             0.00040417,             0.00040417
                     29,                0.56603,                 1.4751,                  1.068,                0.47306,                0.54745,                0.52003,                0.40098,                0.80115,                 2.4441,                 1.3315,             0.00038768,             0.00038768,             0.00038768
                     30,                0.66563,                  1.567,                 1.1346,                0.50583,                0.55706,                 0.5445,                0.41951,                0.81779,                 2.5211,                 1.3494,             0.00037118,             0.00037118,             0.00037118
                     31,                0.57931,                 1.5651,                 1.0956,                0.49349,                0.65721,                0.60374,                0.45228,                0.84328,                 2.6063,                 1.3428,             0.00035469,             0.00035469,             0.00035469
                     32,                0.58694,                 1.4588,                 1.0581,                0.50063,                0.61532,                0.59442,                0.44738,                0.88422,                 2.4829,                 1.4761,              0.0003382,              0.0003382,              0.0003382
                     33,                0.53652,                 1.4211,                  1.081,                0.61702,                0.57219,                0.63037,                0.47514,                0.90719,                 2.4523,                 1.5325,              0.0003217,              0.0003217,              0.0003217
                     34,                0.61331,                 1.4407,                 1.0748,                0.73246,                0.54898,                0.69891,                 0.5334,                0.84891,                 2.1873,                 1.3854,             0.00030521,             0.00030521,             0.00030521
                     35,                0.60777,                 1.3976,                 1.1046,                0.75485,                0.50728,                0.69727,                0.55909,                0.79471,                 2.2013,                 1.2959,             0.00028872,             0.00028872,             0.00028872
                     36,                0.55691,                  1.317,                 1.0689,                0.71837,                 0.5828,                 0.6945,                0.54439,                0.81769,                 2.1961,                 1.3242,             0.00027222,             0.00027222,             0.00027222
                     37,                0.63151,                  1.339,                  1.155,                0.77548,                 0.5367,                0.70238,                0.54927,                0.81715,                 2.1319,                 1.3381,             0.00025573,             0.00025573,             0.00025573
                     38,                0.55534,                 1.2025,                 1.0533,                0.68125,                 0.5682,                 0.7088,                0.54101,                 0.7731,                 2.1226,                 1.2984,             0.00023924,             0.00023924,             0.00023924
                     39,                0.51738,                 1.1675,                 1.0385,                0.69961,                0.51669,                0.72068,                0.55851,                0.74583,                 2.1224,                 1.2607,             0.00022274,             0.00022274,             0.00022274
                     40,                0.63072,                 1.5585,                 1.1523,                0.68411,                0.53333,                0.70421,                 0.5752,                0.80429,                 2.2386,                 1.3132,             0.00020625,             0.00020625,             0.00020625
                     41,                0.50917,                 1.6061,                 1.0477,                0.54847,                0.62644,                0.69613,                0.56774,                   0.82,                 2.3987,                 1.3156,             0.00018976,             0.00018976,             0.00018976
                     42,                 0.5059,                 1.5185,                 1.0985,                0.55692,                 0.6257,                  0.651,                 0.5175,                0.88317,                 2.6955,                 1.3963,             0.00017326,             0.00017326,             0.00017326
                     43,                0.67221,                 1.3365,                 1.2107,                0.72687,                0.57739,                0.63133,                0.50312,                0.86622,                 2.5288,                  1.397,             0.00015677,             0.00015677,             0.00015677
                     44,                0.46099,                 1.3365,                 1.0402,                0.71306,                0.54377,                0.63434,                0.49893,                0.81388,                 2.4185,                 1.3509,             0.00014028,             0.00014028,             0.00014028
                     45,                0.50005,                 1.3881,                 1.1244,                0.52963,                0.65742,                0.65727,                0.51553,                 0.8174,                 2.3884,                 1.3455,             0.00012378,             0.00012378,             0.00012378
                     46,                0.49263,                 1.2265,                  1.062,                0.65948,                0.68037,                0.70521,                0.55782,                0.81531,                 2.3353,                 1.3378,             0.00010729,             0.00010729,             0.00010729
                     47,                0.47683,                 1.1643,                 1.0235,                0.74092,                0.68352,                0.71739,                0.58224,                0.77196,                 2.1895,                 1.2838,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     48,                0.42826,                 1.1776,                 1.0076,                0.71361,                0.67313,                0.72801,                 0.6018,                0.75777,                 2.1347,                 1.2745,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     49,                0.42344,                 1.1216,                 1.0644,                0.70777,                0.64663,                0.72995,                0.60316,                0.74778,                 2.1079,                 1.2638,              5.781e-05,              5.781e-05,              5.781e-05
                     50,                0.44966,                 1.0745,                 1.0173,                0.70058,                0.64854,                0.74725,                0.61929,                0.74727,                 2.0386,                 1.2575,             4.1317e-05,             4.1317e-05,             4.1317e-05
