                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.66922,                 1.2874,                 1.1193,                0.52341,                 0.6566,                0.52669,                0.34023,                0.92737,                  3.695,                 1.7693,              0.0008416,              0.0008416,              0.0008416
                     19,                0.68399,                 1.1891,                 1.1437,                0.65842,                0.56141,                0.59232,                0.30337,                  1.172,                 3.2472,                 1.8477,              0.0008317,              0.0008317,              0.0008317
                     20,                0.58984,                 1.1676,                 1.0564,                0.52172,                 0.6853,                0.64032,                0.33187,                 1.1682,                 1.9018,                 1.8062,              0.0008218,              0.0008218,              0.0008218
                     21,                0.61327,                 1.0354,                 1.1053,                0.59872,                0.69429,                0.73108,                0.49503,                0.88044,                 1.4215,                 1.4903,              0.0008119,              0.0008119,              0.0008119
                     22,                0.53008,                 1.0448,                 1.0881,                0.67955,                0.66783,                0.77843,                0.56323,                0.82592,                 1.3117,                 1.4607,               0.000802,               0.000802,               0.000802
                     23,                0.66064,                 1.1116,                 1.1205,                0.74662,                 0.7485,                0.81512,                 0.5765,                0.91014,                 1.4544,                  1.554,              0.0007921,              0.0007921,              0.0007921
                     24,                0.53146,                  1.063,                  1.046,                0.65644,                0.74076,                0.75646,                0.50134,                0.88114,                 2.0424,                 1.4793,              0.0007822,              0.0007822,              0.0007822
                     25,                0.63164,                 1.0877,                 1.1094,                0.70086,                0.65358,                0.66585,                 0.4687,                0.73741,                 2.1042,                 1.3645,              0.0007723,              0.0007723,              0.0007723
                     26,                 0.6013,                 1.2063,                 1.0964,                0.69086,                0.61543,                0.67242,                0.49701,                0.76903,                 1.8199,                 1.3378,              0.0007624,              0.0007624,              0.0007624
                     27,                0.64184,                 1.5569,                 1.1647,                 0.7862,                0.61818,                0.74515,                0.54812,                0.74796,                 1.2775,                 1.3567,              0.0007525,              0.0007525,              0.0007525
                     28,                0.67892,                 1.2646,                 1.1822,                0.90115,                0.50062,                0.73852,                0.55765,                0.66747,                 1.7589,                 1.3233,              0.0007426,              0.0007426,              0.0007426
                     29,                0.54254,                0.92765,                 1.0336,                0.68576,                0.70825,                0.79197,                0.58023,                0.69753,                 2.1354,                 1.3422,              0.0007327,              0.0007327,              0.0007327
                     30,                0.61605,                 1.0895,                 1.1318,                 0.6915,                 0.7321,                 0.7414,                  0.532,                0.79284,                 1.3749,                 1.3558,              0.0007228,              0.0007228,              0.0007228
                     31,                0.68621,                 1.2842,                 1.4544,                0.68508,                0.66444,                0.69611,                0.49602,                0.73016,                 1.5602,                 1.3223,              0.0007129,              0.0007129,              0.0007129
                     32,                0.53638,                 1.1484,                 1.0637,                0.74331,                 0.7097,                0.73266,                0.48687,                0.65893,                 1.4066,                 1.2565,               0.000703,               0.000703,               0.000703
                     33,                0.63754,                  1.081,                 1.1181,                0.65899,                0.74417,                0.73281,                0.52346,                0.72491,                 1.3474,                 1.2697,              0.0006931,              0.0006931,              0.0006931
                     34,                 0.6602,                  1.335,                 1.2707,                0.61328,                0.68635,                0.66843,                 0.4843,                 0.8347,                 1.7457,                 1.3733,              0.0006832,              0.0006832,              0.0006832
                     35,                 0.6026,                 1.1366,                 1.1361,                0.77197,                0.50038,                0.61265,                0.45047,                0.82454,                 3.2002,                 1.4055,              0.0006733,              0.0006733,              0.0006733
                     36,                0.60627,                 1.1984,                 1.2337,                0.70514,                 0.5961,                0.58576,                0.43999,                0.75741,                 3.5217,                  1.307,              0.0006634,              0.0006634,              0.0006634
                     37,                0.51915,                0.89552,                 1.0585,                0.78803,                0.68273,                0.69229,                0.53474,                0.74712,                 2.5483,                 1.3111,              0.0006535,              0.0006535,              0.0006535
                     38,                0.52597,                0.93862,                  1.071,                 0.8987,                0.61441,                0.74431,                0.60376,                0.80643,                 1.1654,                 1.3982,              0.0006436,              0.0006436,              0.0006436
                     39,                0.49007,                0.87745,                 1.0377,                0.77067,                0.66396,                0.73113,                0.59723,                0.78977,                  1.296,                 1.3854,              0.0006337,              0.0006337,              0.0006337
                     40,                0.49886,                 1.0166,                 1.0195,                0.78674,                0.59924,                 0.7421,                 0.5668,                0.70648,                 1.7863,                 1.3283,              0.0006238,              0.0006238,              0.0006238
                     41,                0.51274,                0.89283,                 1.0555,                0.76161,                0.71246,                0.79166,                0.61598,                0.86163,                 1.3412,                 1.5199,              0.0006139,              0.0006139,              0.0006139
                     42,                0.48119,                0.88183,                 1.0273,                0.85684,                0.72798,                0.86047,                0.62616,                0.82648,                  0.994,                 1.4639,               0.000604,               0.000604,               0.000604
                     43,                0.62521,                0.88476,                 1.0746,                0.93083,                0.77778,                0.90539,                0.62824,                0.82369,                0.95958,                 1.4548,              0.0005941,              0.0005941,              0.0005941
                     44,                0.52378,                 1.2759,                 1.0751,                0.86431,                0.86701,                0.90853,                0.63613,                0.73619,                0.89987,                 1.3678,              0.0005842,              0.0005842,              0.0005842
                     45,                0.57134,                 0.9277,                 1.1204,                0.81132,                0.82508,                 0.8802,                0.61872,                 0.7419,                0.96841,                 1.3633,              0.0005743,              0.0005743,              0.0005743
                     46,                0.48444,                0.83541,                 1.0322,                0.65522,                 0.7931,                0.80126,                0.58554,                 0.7712,                0.99473,                 1.3795,              0.0005644,              0.0005644,              0.0005644
                     47,                0.43586,                 0.7949,                 1.0151,                0.72322,                0.65838,                0.75105,                0.55331,                0.80469,                 1.0706,                 1.3909,              0.0005545,              0.0005545,              0.0005545
                     48,                0.46993,                0.74144,                  1.019,                0.73377,                0.57315,                0.68578,                0.51578,                 0.8104,                 1.1681,                 1.3977,              0.0005446,              0.0005446,              0.0005446
                     49,                0.51719,                0.78137,                 1.0028,                0.60598,                 0.6447,                0.68991,                0.51181,                0.83667,                 1.1382,                 1.4291,              0.0005347,              0.0005347,              0.0005347
                     50,                0.46899,                0.76098,                 1.0102,                0.70065,                0.64728,                0.71422,                0.52047,                  0.832,                 1.1208,                 1.4204,              0.0005248,              0.0005248,              0.0005248
                     51,                0.53604,                0.80955,                 1.0718,                0.68019,                0.71565,                0.74762,                0.55628,                0.81841,                 1.1279,                 1.3989,              0.0005149,              0.0005149,              0.0005149
                     52,                  0.465,                0.84594,                0.99365,                0.71086,                0.67947,                0.71946,                0.55562,                 0.7758,                 1.0563,                 1.3638,               0.000505,               0.000505,               0.000505
                     53,                0.52622,                0.90677,                  1.016,                0.70464,                0.72431,                 0.7631,                  0.577,                0.80116,                 1.0462,                 1.3717,              0.0004951,              0.0004951,              0.0004951
